Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.172,2.5028
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.169,2.5026
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.078,0.6487
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.144,1.2639
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.088,0.6473
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.171,2.5021
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,7,300.027,0.3783
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.085,0.6472
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.151,1.2670
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.060,0.5229
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,9,299.982,0.2991
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,300.119,0.8516
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.162,2.5116
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,8,299.979,0.3368
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,300.098,0.6434
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",6,300.031,0.4409
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.139,0.8508
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.117,0.8532
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,4,300.110,0.6424
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.167,2.5120
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.130,1.2714
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.134,1.2765
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.143,1.2655
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.146,1.2647
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.151,2.5211
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,6,300.049,0.4394
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,8,300.010,0.3345
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.102,0.8562
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.109,0.6457
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.128,0.8512
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.132,1.2696
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.146,1.2655
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.127,0.8548
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.158,2.5170
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.161,2.5116
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.159,2.5103
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.106,0.8555
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.160,2.5146
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.132,1.2704
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,300.092,0.8600
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.115,0.8531
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.262,1.2620
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.183,2.5093
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,300.082,0.6476
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,5,300.049,0.5244
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.148,1.2675
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.150,1.2688
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.185,2.5026
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.150,2.5198
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.163,2.5072
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.163,2.5071
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.168,2.5085
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.166,2.5133
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.167,2.5149
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.163,2.5063
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.167,2.5065
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.157,2.5162
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.178,2.5027
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.140,1.2663
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.127,1.2716
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.119,1.2759
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.168,2.5029
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.151,2.5201
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.145,1.2628
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.144,1.2627
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.174,2.5080
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.161,2.5132
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.142,1.2693
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.174,2.4957
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.181,2.5010
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.165,2.5096
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.141,1.2668
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.120,0.8525
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.170,2.5042
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.122,0.8511
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.144,1.2643
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.130,0.8492
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.163,2.5087
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.166,2.5061
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.164,2.5084
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.160,2.5135
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.163,2.5121
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.164,2.5094
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.171,2.5015
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.163,2.5115
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.105,0.8558
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.120,0.8516
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.120,1.2771
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.116,0.8533
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.178,2.5050
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,5,300.073,0.5202
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.170,2.5079
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.186,2.4987
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.174,2.5003
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.125,1.2779
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.173,2.5085
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.164,2.5139
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.162,2.5183
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.166,2.5085
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.151,2.5219
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.145,1.2646
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.152,1.2692
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.264,2.4105
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.222,1.2254
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.209,2.4762
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.172,2.5005
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.144,1.2667
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.133,1.2715
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.163,2.5115
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.142,1.2650
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.121,0.8509
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.152,2.5376
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.165,2.5170
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.131,1.2709
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.155,1.2617
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.156,1.2626
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.163,2.5322
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.174,0.6500
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,5,300.065,0.5218
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.125,0.8502
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.073,0.5207
